id,timestamp,severity,alert_type,source_ip,destination_ip,protocol,description,threat_score,hybrid_score
988,2026-03-04T11:23:19.850323,high,known_attack,172.16.7.231,13.245.134.200,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
989,2026-03-04T11:23:24.515618,high,known_attack,172.16.6.90,255.255.255.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
990,2026-03-04T11:23:35.718388,high,known_attack,172.16.6.90,255.255.255.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
991,2026-03-04T11:23:35.726471,high,known_attack,172.16.7.231,13.245.134.200,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
992,2026-03-04T11:23:35.737628,high,known_attack,172.16.6.187,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
993,2026-03-04T11:23:35.745267,high,known_attack,172.16.6.187,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
994,2026-03-04T11:23:35.755410,high,known_attack,172.16.6.187,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
995,2026-03-04T11:23:35.768919,high,known_attack,172.16.4.178,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
996,2026-03-04T11:23:35.776545,high,known_attack,172.16.4.178,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
997,2026-03-04T11:23:49.818339,high,known_attack,172.16.6.90,255.255.255.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
998,2026-03-04T11:23:49.830683,high,known_attack,172.16.7.231,102.220.200.146,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.5993948238984894
999,2026-03-04T11:23:49.837419,high,known_attack,172.16.7.231,102.220.200.146,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.5993948238984894
1000,2026-03-04T11:23:49.846487,high,known_attack,172.16.7.231,102.220.200.146,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.5993948238984894
1001,2026-03-04T11:23:49.854329,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1002,2026-03-04T11:23:49.864247,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1003,2026-03-04T11:23:49.870818,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1004,2026-03-04T11:23:49.880633,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1005,2026-03-04T11:23:49.888323,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1006,2026-03-04T11:23:49.898576,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1007,2026-03-04T11:23:55.468864,high,known_attack,172.16.7.231,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
1008,2026-03-04T11:23:55.479824,high,known_attack,172.16.6.90,255.255.255.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
1009,2026-03-04T11:23:55.485892,high,known_attack,172.16.6.90,172.16.7.231,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
1010,2026-03-04T11:23:55.494958,high,known_attack,172.16.7.231,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
1011,2026-03-04T11:23:55.502585,high,known_attack,172.16.7.231,13.245.134.200,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1012,2026-03-04T11:23:55.512062,high,known_attack,172.16.7.231,172.16.7.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
1013,2026-03-04T11:23:55.520818,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1014,2026-03-04T11:23:55.530599,high,known_attack,172.16.7.231,140.82.121.6,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
1015,2026-03-04T11:24:00.127160,high,known_attack,172.16.6.90,255.255.255.255,UDP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6054861296828946
1016,2026-03-04T11:24:00.135289,high,known_attack,172.16.7.231,13.245.134.200,TCP,Signature-based detection: Sequential Port Scan (confidence: 0.85),0.85,0.6078312253990479
